image_name,question,correct_answer,question_type,answer_type,map_type,image_size_bucket,geographic_level
205.jpg,Which postal-code area sits immediately east of 10179?,10243,['Positional'],Single Entity,_divisional,>8MP,_region
205.jpg,The lake labeled in the north-west green zone is called what?,Tegeler See,['Visual'],Single Entity,_divisional,>8MP,_region
205.jpg,Which district name appears at the very north-east edge of the map?,Marzahn,['Visual'],Single Entity,_divisional,>8MP,_region
205.jpg,The autobahn ring fragment in the south-east is marked with which route number?,A 113,['Visual'],Single Entity,_divisional,>8MP,_region
205.jpg,"Which postal-code area forms a long, narrow strip following the river south-east of the centre?",2435,['Other'],Single Entity,_divisional,>8MP,_region
205.jpg,Which green area is shown directly south of the Tempelhofer Feld label?,Britzer Garten,"['Visual', 'Positional']",Single Entity,_divisional,>8MP,_region
205.jpg,A rail station icon labeled “Hbf” lies inside which postal code?,10557,"['Visual', 'Positional']",Single Entity,_divisional,>8MP,_region
205.jpg,The former airport shown as a vast open rectangle south of the centre is labeled how?,Tempelhofer Feld,"['Visual', 'Positional']",Single Entity,_divisional,>8MP,_region
205.jpg,Which river name appears running roughly east-to-west through the middle of the map?,Spree,"['Visual', 'Positional']",Single Entity,_divisional,>8MP,_region
556.jpg,Which area will have the least number of deaths due to tiger maulings?,Chandrapur,['Comparative'],Single Entity,_isopleth,2–8MP,_region
556.jpg,"If the police is looking for a tiger poacher, which towns must the tiger poacher avoid visiting?","Kondegaon, Sitarampeth, Moharli",['Other'],Listing,_isopleth,2–8MP,_region
556.jpg,"If you wanted to find the sea, which direction would you proceed in from Kondegaon?",West,['Positional'],Reasoning,_isopleth,2–8MP,_region
556.jpg,If all the water dried up which direction must tigers move to find sea water?,West,['Positional'],Single Entity,_isopleth,2–8MP,_region
556.jpg,What has this map been created using?,Datawrapper,['Other'],Single Entity,_isopleth,2–8MP,_region
556.jpg,If the large green dot presents my location which direction must I travel to find the largest river?,East,"['Visual', 'Positional', 'Comparative']",Single Entity,_isopleth,2–8MP,_region
556.jpg,Which area is likely to have the worst cell reception?,Tadoba-Andhari Tiger Reserve,['Comparative'],Single Entity,_isopleth,2–8MP,_region
556.jpg,Which region of India does this map show?,Maharashtra,['Other'],Single Entity,_isopleth,2–8MP,_region
556.jpg,Which direction is the prominent water body to the right of the large black dot flowing in?,South to North,"['Visual', 'Positional', 'Comparative']",Single Entity,_isopleth,2–8MP,_region
556.jpg,Where can tigers be found?,Tadoba-Andhari Tiger Reserve,['Positional'],Single Entity,_isopleth,2–8MP,_region
557.jpg,"Which district is located at the northeastern edge of Delhi, bordering Uttar Pradesh?",North East,['Positional'],Single Entity,_divisional,2–8MP,_city
557.jpg,Which district touches both Haryana and Uttar Pradesh?,,['Positional'],Single Entity,_divisional,2–8MP,_city
557.jpg,Which district is located furthest west among all shown?,South West,"['Visual', 'Positional', 'Comparative']",Single Entity,_divisional,2–8MP,_city
557.jpg,Which bright-pink district has a single Delhi neighbour on its west and Uttar Pradesh on every othe,East,['Positional'],Single Entity,_divisional,2–8MP,_city
557.jpg,Which district’s northern tip (yellow) meets the southern point of the blue North district?,Central,"['Visual', 'Positional']",Single Entity,_divisional,2–8MP,_city
557.jpg,"If you walk straight east from the red circle in New Delhi, which is the first district you enter?",East Delhi,"['Visual', 'Positional', 'Comparative']",Reasoning,_divisional,2–8MP,_city
557.jpg,Count the Delhi districts whose names contain a space.,5,['Positional'],Counting,_divisional,2–8MP,_city
557.jpg,"Looking clockwise with west as center, which Delhi district touches Uttar Pradesh at 3:00?",shahdara,['Positional'],Single Entity,_divisional,2–8MP,_city
557.jpg,Name the 4 districts West shares it's border with.,"North West, south west, new delhi, central",['Positional'],Listing,_divisional,2–8MP,_city
226.jpg,Is there explicitly named state in the map next to Georgia that isn't Alabama and North Carolina?,No,['Positional'],Boolean,_divisional,0.1–0.5MP,_state
226.jpg,"True or false, there are four states facing the north of Tennessee",True,['Positional'],Boolean,_divisional,0.1–0.5MP,_state
226.jpg,"Not counting Tennessee, how many states border Kentucky as seen IN this map ONLY","Missouri, Illinois, Virginia","['Visual', 'Positional']",Listing,_divisional,0.1–0.5MP,_state
226.jpg,Is the perimeter for the square box for Davidson overlapping and completely inside Georgia.,Yes,['Positional'],Boolean,_divisional,0.1–0.5MP,_state
226.jpg,Which two neighboring states shown on the map both have ZIP codes labeled inside them?,none,"['Visual', 'Positional']",Single Entity,_divisional,0.1–0.5MP,_state
226.jpg,What are the three Illinois counties that can be seen in the map?,none,['Visual'],Listing,_divisional,0.1–0.5MP,_state
226.jpg,What are the two rivers that can be seen in can be explicitly seen in Kentucky,none,['Visual'],Listing,_divisional,0.1–0.5MP,_state
226.jpg,"(SUCCESS) In this map, how many states surround Tennessee",8,['Positional'],Counting,_divisional,0.1–0.5MP,_state
226.jpg,(SUCCESS) Which are the states that start with A in the map,"Arkansas, Alabama",['Other'],Listing,_divisional,0.1–0.5MP,_state
226.jpg,(SUCCESS) What is north of Tennessee with this map?,Kentucky,['Positional'],Single Entity,_divisional,0.1–0.5MP,_state
558.jpg,"Between station nagar and mor ka nimbahera, what are the names of places along the orange path?","Dhunwala or Mandal, Bhagwanpura","['Visual', 'Positional']",Listing,_divisional,0.5–2MP,_region
558.jpg,"Starting from railmagra in rajasmand, which path does one have to take to reach Dawer?","162, 758, 58",['Other'],Ranking,_divisional,0.5–2MP,_region
558.jpg,"Starting from suwana in bhilwara, name the places along the route to pander on the white path","Kodu kota, kotri, paroli, ropan","['Visual', 'Positional']",Listing,_divisional,0.5–2MP,_region
558.jpg,how many orange-white icons along the route shown on the map between deogarh and bhagwanpura?,3,"['Visual', 'Positional']",Counting,_divisional,0.5–2MP,_region
558.jpg,How many icons are present on the Udaipur region?,9,['Other'],Counting,_divisional,0.5–2MP,_region
558.jpg,which route number between chittogarh and bhilwara encounters Parsoli?,27,['Positional'],Single Entity,_divisional,0.5–2MP,_region
558.jpg,Which river flows near Ashaholi?,Keshavi river,['Positional'],Single Entity,_divisional,0.5–2MP,_region
558.jpg,A river flows from Rajasmand to Chittogarh. What are the places adjacent to its path in Chittogarh?,"Rashmi, Arni, Pahoona",['Positional'],Listing,_divisional,0.5–2MP,_region
558.jpg,How many numbered routes exist in Bundi?,6,['Other'],Counting,_divisional,0.5–2MP,_region
558.jpg,"From rawatbhata to kota, which numbered route do you take? which place do we cross on the path?",9A,['Positional'],Single Entity,_divisional,0.5–2MP,_region
559.png,Number of regions that have only 1 neighbour,2,['Other'],Counting,_divisional,0.1–0.5MP,_country
559.png,Name the regions that have only one neighbour,"Jubaland, Somaliland",['Other'],Listing,_divisional,0.1–0.5MP,_country
559.png,How many cities surround bay area,6,['Positional'],Counting,_divisional,0.1–0.5MP,_country
559.png,Name cities surrounding bay area,"Bakool,  Gedo,  Middle Juba,  Lower Shabelle, Middle  Hirshabelle,  Haikan",['Other'],Listing,_divisional,0.1–0.5MP,_country
559.png,How many neighbours does Gedo have,3,['Other'],Counting,_divisional,0.1–0.5MP,_country
559.png,Which cities are neighbours of Gedo,"Middle Juba, Bay, Bakool",['Other'],Listing,_divisional,0.1–0.5MP,_country
559.png,How many orange regions are next to red regions,3,['Visual'],Counting,_divisional,0.1–0.5MP,_country
559.png,Which are the orange regions are next to red regions,"Lower Shabelle, Bay, Bakool",['Visual'],Listing,_divisional,0.1–0.5MP,_country
559.png,How many states do not have blue lines,1,['Visual'],Counting,_divisional,0.1–0.5MP,_country
559.png,Which state do not have  blue lines running,Galmudug,['Visual'],Single Entity,_divisional,0.1–0.5MP,_country
560.webp,Does the map show Thuraya service availability in North America?,no,['Positional'],Boolean,_isopleth,0.5–2MP,_world
560.webp,Is the Thuraya service possible in Iceland?,Yes,['Other'],Boolean,_isopleth,0.5–2MP,_world
560.webp,Is the Thuraya service available in Japan?,Yes,['Other'],Boolean,_isopleth,0.5–2MP,_world
560.webp,Does the map indicate that Thuraya service is available in South Africa?,no,['Positional'],Boolean,_isopleth,0.5–2MP,_world
560.webp,Does the map indicate that Thuraya service is possible in the Philippines?,Yes,['Other'],Boolean,_isopleth,0.5–2MP,_world
560.webp,Is the Thuraya service possible in the easternmost part of Russia?,No,"['Positional', 'Comparative']",Boolean,_isopleth,0.5–2MP,_world
560.webp,Does the map show Thuraya service availability in Madagascar?,No,['Other'],Boolean,_isopleth,0.5–2MP,_world
560.webp,Is the Thuraya service available in northernmost part of Norway ?,No,"['Positional', 'Comparative']",Boolean,_isopleth,0.5–2MP,_world
560.webp,which service region does Franz Josef land fall in ?,No service,['Other'],Single Entity,_isopleth,0.5–2MP,_world
560.webp,How many distinct shading categories appear in the legend?,5,['Visual'],Counting,_isopleth,0.5–2MP,_world
561.png,How many different color regions are there?,"Light pink, gray, yellow, white, blue",['Visual'],Listing,_conflict,0.1–0.5MP,_country
561.png,how many yellow dots in the yellow region?,7,['Visual'],Counting,_conflict,0.1–0.5MP,_country
561.png,what does the light blue represent?,water,['Visual'],Single Entity,_conflict,0.1–0.5MP,_country
561.png,How many separate gray regions in the map?,7,['Visual'],Counting,_conflict,0.1–0.5MP,_country
561.png,what does the biggest red dot represent?,mogadishu,"['Visual', 'Comparative']",Single Entity,_conflict,0.1–0.5MP,_country
561.png,What does the topmost red dot represent?,Bosaso,['Visual'],Single Entity,_conflict,0.1–0.5MP,_country
562.png,Northernmost Northern Cape HUB?,Upington,"['Positional', 'Comparative']",Single Entity,_mixed,0.5–2MP,_country
562.png,Smallest map province?,Gauteng,['Comparative'],Single Entity,_mixed,0.5–2MP,_country
562.png,Eastern Cape HUB nearest coast?,"East London, Port Elizabeth","['Positional', 'Comparative']",Listing,_mixed,0.5–2MP,_country
562.png,Most clustered HUB province?,KwaZulu-Natal,['Comparative'],Single Entity,_mixed,0.5–2MP,_country
562.png,Western Cape's furthest inland HUB?,Beaufort West,"['Positional', 'Comparative']",Single Entity,_mixed,0.5–2MP,_country
562.png,Bloemfontein 1: north or south Free State?,Northern,['Positional'],Boolean,_mixed,0.5–2MP,_country
562.png,HUB near a visible river?,Northern Cape,"['Visual', 'Positional']",Single Entity,_mixed,0.5–2MP,_country
562.png,Westernmost Eastern Cape HUB?,Port Elizabeth,"['Positional', 'Comparative']",Single Entity,_mixed,0.5–2MP,_country
562.png,Upington closer to Kimberley or west border?,Kimberley,['Positional'],Boolean,_mixed,0.5–2MP,_country
562.png,Are there more sorting centers in the Eastern Cape or the Free State?,Eastern Cape,"['Positional', 'Comparative']",Boolean,_mixed,0.5–2MP,_country
563.jpg,Name the countries where the 94th Infantry Division operated.,"Great Britain, France, Belgium, Germany",['Positional'],Listing,_conflict,0.1–0.5MP,_subcontinent
563.jpg,Which major river did the 94th Infantry Division cross into Germany?,Saar,['Positional'],Single Entity,_conflict,0.1–0.5MP,_subcontinent
563.jpg,Identify the French region where the 94th Infantry Division first landed.,Normandy,"['Positional', 'Comparative']",Single Entity,_conflict,0.1–0.5MP,_subcontinent
563.jpg,List the corps that the 94th Infantry Division was attached to according to the map.,"XII, XX, VIII",['Other'],Listing,_conflict,0.1–0.5MP,_subcontinent
563.jpg,Name two major battles involving the 94th Infantry Division shown on the map.,"Saar-Moselle Triangle, Ludwigshafen",['Visual'],Listing,_conflict,0.1–0.5MP,_subcontinent
563.jpg,Which city in Germany is the farthest east the 94th Infantry Division reached according to the map?,Ludwigshafen,"['Positional', 'Comparative']",Single Entity,_conflict,0.1–0.5MP,_subcontinent
563.jpg,Which neighboring country to France is marked but not directly entered by the 94th Infantry Division,Switzerland,['Visual'],Single Entity,_conflict,0.1–0.5MP,_subcontinent
563.jpg,What are the four campaigns credited to the 94th Infantry Division according to the map legend?,"Northern France, Rhineland, Ardennes-Alsace, Central Europe",['Other'],Listing,_conflict,0.1–0.5MP,_subcontinent
563.jpg,Through which French city did the 94th Infantry Division pass after landing in Europe?,Cherbourg,['Positional'],Single Entity,_conflict,0.1–0.5MP,_subcontinent
563.jpg,Which two rivers other than the Saar River are shown near the division’s route on the map?,"Moselle, Rhine","['Visual', 'Positional']",Listing,_conflict,0.1–0.5MP,_subcontinent
626.jpg,Which is the largest school zone?,Wedgefield,['Comparative'],Single Entity,_mixed,>8MP,_county
626.jpg,How many school zones are to the north of Piedmont Lakes?,3,['Positional'],Counting,_mixed,>8MP,_county
626.jpg,"How many K8 schools are there in Lockhart, College Park, Lake Como School, OCPS ACE and Union Park c",3,['Other'],Counting,_mixed,>8MP,_county
626.jpg,How many schools are located to the east of Discovery?,4,['Positional'],Counting,_mixed,>8MP,_county
